date,Equity,Quality,Duration,Gold
2023-05-25,0.00680624,0.00069688,0.00670175,0.00346073
2023-05-26,-0.00155780,-0.00277296,-0.00141833,0.00865397
2023-05-29,0.01928679,0.01612352,-0.00752311,-0.01386708
2023-05-30,-0.00569465,-0.00331281,0.00201880,-0.00259084
2023-05-31,0.00087296,-0.00318394,0.00164200,0.01467459
2023-06-01,0.01268466,-0.00215158,-0.00072235,-0.00664504
2023-06-02,0.01942536,0.01138659,-0.00767036,0.01276100
2023-06-05,-0.00115983,0.00001208,-0.00297006,-0.01560901
2023-06-06,-0.01052312,0.00026490,-0.00265477,-0.00187166
2023-06-07,-0.00064506,-0.00496499,0.00085467,0.00127202
2023-06-08,-0.00611869,-0.00161285,0.00441552,0.00772261
2023-06-09,0.02876292,0.02600413,-0.00085789,0.01098763
2023-06-12,-0.00945409,0.00042906,0.01001865,-0.00238452
2023-06-13,-0.00210901,0.00799761,-0.00408562,0.00948428
2023-06-14,-0.01052113,-0.00602259,0.00379822,-0.01079160
2023-06-15,0.00548626,0.00168364,-0.00005231,-0.00004995
2023-06-16,-0.00678471,-0.00222635,-0.00565509,-0.00467159
2023-06-19,-0.00590612,-0.00968955,0.00096705,0.00220234
2023-06-20,-0.00364022,0.00049330,-0.00148975,0.01043701
2023-06-21,0.00186647,0.00096831,-0.00079999,0.00211666
2023-06-22,-0.00459904,-0.01007574,-0.00158613,0.00808419
2023-06-23,-0.00150611,-0.00237741,0.00041819,-0.01319155
2023-06-26,0.00028457,-0.00624336,0.00524624,-0.00509974
2023-06-27,0.00976772,0.00684367,0.00201874,-0.00094776
2023-06-28,0.01213040,0.01260641,0.00107543,0.01048096
2023-06-29,-0.00639233,-0.00580823,0.00053357,0.00824184
2023-06-30,0.00498169,0.01153548,-0.00538324,0.01061164
2023-07-03,0.00375561,0.00654477,-0.00022538,0.01188859
2023-07-04,-0.02179346,-0.01697532,-0.00364047,-0.00864454
2023-07-05,0.01761747,0.01851462,-0.00444596,0.00041707
2023-07-06,0.01733522,0.01271015,0.00518137,0.01925281
2023-07-07,-0.00328581,-0.00005510,0.00313725,0.01662766
2023-07-10,-0.02920995,-0.01585727,0.00206077,-0.00191481
2023-07-11,-0.00475697,-0.00261550,-0.00211557,-0.00087896
2023-07-12,-0.00115927,-0.00293656,0.00283602,-0.00004454
2023-07-13,0.00591502,0.00231006,0.01033685,-0.00732990
2023-07-14,0.00375749,-0.00156981,-0.00037629,-0.01485076
2023-07-17,0.00469291,0.00794659,-0.00403904,-0.01886828
2023-07-18,-0.01403949,-0.01033966,-0.00036376,0.01346641
2023-07-19,-0.00947121,-0.01346966,-0.00521603,-0.01123776
2023-07-20,0.00342745,-0.00529648,-0.00493300,-0.00594988
2023-07-21,0.02576813,0.00965428,0.00174533,0.01946174
2023-07-24,0.00804215,-0.00291115,-0.00265854,-0.00744248
2023-07-25,0.01096057,0.00243455,-0.00476731,-0.00939923
2023-07-26,0.00209781,0.00720952,0.00571950,-0.00099774
2023-07-27,0.00805428,0.00103188,-0.00107278,-0.00785764
2023-07-28,-0.01524412,-0.00098668,0.01021466,-0.00143638
2023-07-31,0.00616225,0.00659843,0.00292021,-0.00136355
2023-08-01,-0.01581649,-0.01756048,0.00241481,0.01221911
2023-08-02,0.01931921,0.01343541,-0.00083857,0.01364860
2023-08-03,0.01805778,0.00149436,-0.00303073,-0.00555036
2023-08-04,0.00223496,0.00249502,-0.00340069,0.00109858
2023-08-07,-0.00980263,-0.00632370,0.00109668,0.00722614
2023-08-08,-0.00050924,0.01118172,0.00215039,0.01005252
2023-08-09,-0.01450736,-0.01798041,0.00576215,-0.01300974
2023-08-10,-0.00936114,-0.01100676,0.00163334,0.00664189
2023-08-11,-0.02464453,-0.01368158,-0.00470082,-0.00680467
2023-08-14,-0.01964451,-0.01168551,-0.00127507,-0.02143098
2023-08-15,-0.00839457,-0.00204246,0.00310627,-0.00002854
2023-08-16,0.00707313,0.00174244,-0.00153628,-0.02545649
2023-08-17,-0.01619153,-0.01642635,0.00089427,0.01531796
2023-08-18,0.00415440,0.00119597,-0.00130701,-0.00922902
2023-08-21,0.00232162,0.00058166,0.00966324,-0.00080617
2023-08-22,0.01676141,0.01051332,-0.00058452,-0.01094400
2023-08-23,0.00213172,0.00639623,-0.00312818,-0.02059029
2023-08-24,-0.00535984,-0.00581086,0.00145899,0.02182192
2023-08-25,-0.01858853,-0.02036063,0.00201805,0.00910546
2023-08-28,-0.01545510,-0.01335574,0.00722503,0.00406036
2023-08-29,0.00307198,0.00301947,-0.00312751,0.00061265
2023-08-30,-0.00162558,-0.00117165,0.00370611,0.01035063
2023-08-31,-0.01294576,-0.00904799,0.00822330,0.00399269
2023-09-01,-0.00230324,0.00365982,0.00582214,0.00525049
2023-09-04,0.00916592,0.01547948,-0.00654107,0.00179932
2023-09-05,0.01792506,0.01402395,-0.00396193,0.00895973
2023-09-06,0.01673827,0.01699928,0.00128794,0.01586794
2023-09-07,-0.00022287,0.00427495,-0.00097812,0.01188763
2023-09-08,0.00986625,0.00659625,-0.00001789,0.01670759
2023-09-11,-0.00756761,0.00368933,0.00205481,-0.01268803
2023-09-12,-0.00060917,0.00835252,0.00486741,-0.00215417
2023-09-13,0.01697371,0.01262407,-0.00727860,-0.00494078
2023-09-14,-0.00752170,-0.00170646,-0.00047599,-0.00531617
2023-09-15,-0.01276180,-0.01016636,0.00311889,0.00043543
2023-09-18,0.01411103,0.01390499,-0.00692673,-0.01452255
2023-09-19,0.00441194,-0.00018718,0.00315565,0.01266573
2023-09-20,0.00965086,0.01068330,-0.00349854,0.01691380
2023-09-21,-0.01787202,-0.00432914,0.00966439,0.00146982
2023-09-22,-0.00281611,-0.00311973,0.00666981,0.00741655
2023-09-25,0.00440307,0.00464764,-0.00599922,-0.00669479
2023-09-26,0.00807836,0.00037381,0.00118591,0.01052688
2023-09-27,-0.00207605,0.00077949,-0.00009315,-0.00569638
2023-09-28,0.00231167,0.00224970,-0.00033026,0.00446403
2023-09-29,0.01648948,0.01969400,0.00099995,-0.00871768
2023-10-02,-0.00025177,-0.00242708,0.00634315,0.00750373
2023-10-03,0.00211806,-0.00654309,-0.00825434,-0.01019546
2023-10-04,0.01433454,-0.00259332,-0.00923486,-0.00294555
2023-10-05,0.03035147,0.01998690,0.00561755,0.00738770
2023-10-06,-0.01122307,-0.00258615,-0.00609261,-0.00062902
2023-10-09,0.00921206,0.00591725,-0.00866957,-0.00070004
2023-10-10,-0.00163048,-0.00323237,0.00489949,0.00888602
2023-10-11,0.01390893,0.00753868,-0.00198431,-0.00643083
2023-10-12,-0.00626379,0.00067208,-0.00542723,0.00165367
2023-10-13,-0.01974296,-0.00986295,0.00752474,-0.00195830
2023-10-16,0.01464650,0.00237752,0.00202483,0.00478697
2023-10-17,-0.02251311,-0.01251687,0.00536666,0.01375079
2023-10-18,-0.00947548,0.00262946,-0.00053550,-0.00279552
2023-10-19,-0.01136855,-0.00227086,0.00338593,-0.00118260
2023-10-20,-0.01392571,-0.00980512,0.00259561,-0.00618944
2023-10-23,0.03217651,0.01820875,-0.00124506,-0.01209544
2023-10-24,0.00400582,0.01933381,-0.00451994,0.01019809
2023-10-25,0.02079938,0.00131894,0.00586195,0.00733931
2023-10-26,-0.00804546,-0.00475976,-0.00229941,-0.00209355
2023-10-27,0.00578249,0.00108716,0.00122296,-0.00119956
2023-10-30,-0.00852092,0.00539737,-0.00416876,-0.00467185
2023-10-31,0.01092679,0.00646455,0.00044692,-0.00692913
2023-11-01,0.00219199,-0.00565885,0.00201049,0.00731975
2023-11-02,0.00306996,-0.00330268,-0.00053259,-0.00722189
2023-11-03,0.01306004,0.01268245,-0.00811920,-0.01681560
2023-11-06,0.00379651,0.00064019,-0.00444789,-0.00023511
2023-11-07,-0.00778954,-0.00321528,0.00256812,-0.00323275
2023-11-08,0.02260134,0.01018731,0.00492719,-0.00577257
2023-11-09,0.02052748,0.01630718,-0.00448032,0.00136271
2023-11-10,0.01668019,0.01319444,0.00062095,-0.01214543
2023-11-13,-0.00227479,-0.00261455,-0.00267129,-0.00241688
2023-11-14,0.00146287,-0.01340140,-0.00119303,0.00891612
2023-11-15,-0.00159370,-0.00671027,-0.00268471,-0.01558093
2023-11-16,0.02034209,0.01116297,-0.00105779,-0.00220195
2023-11-17,-0.00778704,-0.00218389,0.00142752,0.00878602
2023-11-20,0.01440458,0.00365682,0.00845213,0.02163609
2023-11-21,-0.01025842,-0.02191059,-0.00176945,-0.00398721
2023-11-22,0.01803083,0.00995762,-0.00214708,-0.00215716
2023-11-23,-0.00475646,0.00047205,-0.00329946,0.01324659
2023-11-24,-0.00206370,-0.00770295,-0.00403165,-0.01457693
2023-11-27,-0.01290550,-0.00497833,-0.00323176,0.00077373
2023-11-28,-0.00029017,0.00389332,-0.00837344,-0.01716729
2023-11-29,0.00661688,0.00478920,-0.00800509,0.01462708
2023-11-30,0.01347287,0.01171498,-0.00600213,-0.00293236
2023-12-01,-0.01333588,-0.00513879,0.00240936,0.01023715
2023-12-04,0.01626920,0.00343977,-0.01097208,-0.00653272
2023-12-05,-0.01234396,-0.00761297,-0.00259915,0.00934807
2023-12-06,-0.01316861,-0.00859012,-0.00439403,0.00475801
2023-12-07,-0.02345024,-0.01962051,0.00021524,0.00088741
2023-12-08,-0.00639521,-0.01005873,-0.00105071,-0.00243069
2023-12-11,-0.02045272,-0.02065091,-0.00500280,-0.01716714
2023-12-12,-0.02150377,-0.00104443,0.00092988,-0.00045848
2023-12-13,0.00729202,0.00928532,-0.00062202,0.00752579
2023-12-14,0.02629302,0.02188222,-0.00161470,-0.00633962
2023-12-15,0.02348644,0.01695528,-0.00073919,-0.00046569
2023-12-18,0.01206379,0.00490122,-0.00115511,-0.00282181
2023-12-19,0.00141175,-0.00109527,-0.00309774,0.01048029
2023-12-20,-0.02275358,-0.01831014,-0.00184415,-0.00650815
2023-12-21,-0.00717420,-0.00981719,0.00883544,-0.00053986
2023-12-22,0.00245620,-0.00113809,-0.00146759,-0.00511170
2023-12-25,-0.00565986,-0.00829623,0.00268181,0.00359193
2023-12-26,0.00717552,0.00433331,0.00291323,0.00337970
2023-12-27,-0.00198757,-0.00471332,0.00112557,-0.00445636
2023-12-28,0.01648389,0.01041322,0.00064699,0.00146221
2023-12-29,-0.00171821,0.00424386,0.00202440,-0.00510941
2024-01-01,0.00131698,-0.00526484,0.00173887,0.00616774
2024-01-02,0.00693256,0.00469912,0.00100721,0.00692565
2024-01-03,-0.00860744,0.00096151,0.00331787,-0.00156969
2024-01-04,0.00104399,0.00423486,0.00492725,-0.01003742
2024-01-05,0.00350215,0.00992024,0.00519800,0.00080578
2024-01-08,0.01424748,0.01041995,0.00143981,-0.00049144
2024-01-09,0.00679792,-0.00568251,-0.00300410,0.00106217
2024-01-10,-0.00470669,0.00135846,-0.00242416,0.02379692
2024-01-11,0.00923186,0.00026931,0.00088363,0.00496015
2024-01-12,0.01276378,0.01260368,-0.00667124,0.00669399
2024-01-15,0.01058014,0.00531092,0.00403391,-0.00024074
2024-01-16,-0.01520008,-0.00241973,0.00733476,-0.01070445
2024-01-17,-0.00939467,0.00124270,0.00227555,0.01327337
2024-01-18,-0.00472737,-0.00441753,-0.00329752,0.00205167
2024-01-19,-0.02155562,-0.00829755,0.00334282,0.01304256
2024-01-22,-0.02480099,-0.01893949,0.00199021,-0.02030633
2024-01-23,-0.00023113,-0.01302746,0.00142282,0.01405383
2024-01-24,-0.00458949,0.00575027,0.00355556,-0.00505858
2024-01-25,-0.00223945,-0.00782964,-0.00127506,-0.00417432
2024-01-26,-0.00467087,-0.00604070,0.00030372,-0.01814054
2024-01-29,0.01045953,0.00137079,0.00196330,-0.00064775
2024-01-30,-0.00539719,-0.00263255,0.00418922,-0.01017535
2024-01-31,-0.00023899,0.00209793,-0.00061717,-0.00255814
2024-02-01,0.01521965,0.01717792,0.01278875,0.01095751
2024-02-02,-0.00623720,-0.00872939,0.00812660,0.00764904
2024-02-05,0.01423036,0.00891850,-0.01037146,-0.01264688
2024-02-06,-0.00257571,-0.00219630,0.00717732,0.00497134
2024-02-07,0.02152084,0.02104603,-0.00211325,0.00573265
2024-02-08,-0.00146741,-0.00878879,-0.01002201,0.00497731
2024-02-09,-0.00815855,-0.00660361,0.00508439,0.00187857
2024-02-12,0.00663267,-0.00310719,0.00218868,-0.00779557
2024-02-13,0.01748140,0.01018463,-0.00690111,0.00568210
2024-02-14,-0.01640264,-0.01535702,0.00297283,-0.00427469
2024-02-15,0.00432634,-0.00256952,0.00090326,0.00090144
2024-02-16,-0.00061633,-0.00363897,-0.00221724,0.01466864
2024-02-19,-0.01728343,-0.01757233,0.00328609,0.00222396
2024-02-20,-0.00945502,-0.00453986,0.00108880,-0.00808428
2024-02-21,0.00781661,0.01451681,-0.00067056,0.01126834
2024-02-22,-0.00620683,-0.01153788,-0.00256226,-0.00967941
2024-02-23,-0.00140141,0.00843721,-0.00377464,0.00469617
2024-02-26,0.00073202,-0.00190672,0.00342859,-0.00124845
2024-02-27,-0.00057209,-0.00294867,-0.00116403,0.00798160
2024-02-28,0.00972167,0.00899604,0.00155637,0.00144111
2024-02-29,-0.00320565,-0.00555950,0.00521450,-0.01217346
2024-03-01,0.01344358,0.01326712,0.00077861,0.01321786
2024-03-04,0.01903028,0.01050622,0.00329161,0.00724913
2024-03-05,0.00249483,-0.00296329,0.00348798,0.01690819
2024-03-06,-0.00092896,0.00641264,-0.00136276,-0.00641235
2024-03-07,0.00721749,0.00129812,-0.00619194,-0.00901302
2024-03-08,0.01083146,0.00953051,-0.00426510,0.00552245
2024-03-11,-0.00470816,-0.00204650,-0.00588557,0.00247253
2024-03-12,-0.00411112,-0.00576388,0.00336028,0.01096430
2024-03-13,-0.00061996,-0.00700396,-0.00156032,0.00476756
2024-03-14,-0.02006641,-0.01894111,0.00295275,0.01410953
2024-03-15,0.00395820,0.00700312,0.00449905,0.01023895
2024-03-18,-0.00463153,-0.00733430,-0.00018058,0.00072740
2024-03-19,-0.01454722,-0.01310050,-0.00270512,-0.01669493
2024-03-20,0.00468722,0.00582243,-0.00082870,-0.00738554
2024-03-21,-0.01657656,-0.01248135,-0.01283417,-0.00214202
2024-03-22,0.00663228,0.01339936,0.00677900,0.00709731
2024-03-25,-0.00346126,-0.00146247,0.00354103,0.02617006
2024-03-26,0.00356549,0.00078203,-0.00271529,-0.00487137
2024-03-27,0.01198162,0.00462978,0.00838960,-0.01075665
2024-03-28,-0.00779097,-0.01465230,0.00032790,-0.00637439
2024-03-29,-0.01120210,-0.00597212,0.00829751,-0.02548124
2024-04-01,0.00547967,-0.00064901,0.00462367,-0.00957327
2024-04-02,-0.00256528,-0.00645884,-0.00546526,0.00680417
2024-04-03,-0.01512348,-0.01635736,-0.00355058,-0.00702767
2024-04-04,0.01094172,0.00086092,-0.00107441,-0.00281039
2024-04-05,-0.00731124,-0.00861886,0.00372725,-0.01377554
2024-04-08,0.01449548,0.00674465,0.00141161,-0.00818139
2024-04-09,0.00659451,0.00678202,0.00110734,-0.01416426
2024-04-10,0.01282772,0.00853313,-0.00245185,0.01100015
2024-04-11,-0.00330130,-0.00006513,-0.00127468,0.00925700
2024-04-12,-0.00801523,-0.00234865,-0.00876963,-0.00438179
2024-04-15,0.01353270,0.00701898,0.00244097,-0.00044051
2024-04-16,0.00036389,0.00094108,-0.00040171,0.00177359
2024-04-17,-0.00249401,-0.00329990,-0.00151242,0.00382744
2024-04-18,0.01060953,0.00721809,0.00430649,0.00472123
2024-04-19,-0.00548742,0.00070600,0.00801829,0.00296758
2024-04-22,-0.02290261,-0.00968531,0.00532094,0.00737797
2024-04-23,-0.01429325,-0.00567833,0.00660941,-0.00321882
2024-04-24,0.02485145,0.01446832,0.00407491,-0.01348636
2024-04-25,0.00792068,0.00198925,-0.00353781,0.01342960
2024-04-26,0.00393989,0.00511213,0.00020675,-0.00773016
2024-04-29,0.00549158,0.00884830,-0.00710595,-0.01463420
2024-04-30,-0.00442916,-0.00098466,0.00313584,-0.00776363
2024-05-01,0.00769375,-0.00394870,0.00005012,0.01380551
2024-05-02,-0.01606146,-0.00906896,0.00465204,0.00615736
2024-05-03,0.00276319,0.00266836,0.00847184,-0.01513612
2024-05-06,0.00049654,0.00173760,0.00223595,0.00873777
2024-05-07,0.00917183,0.00824082,-0.00311707,-0.01958083
2024-05-08,0.01304537,0.00936538,-0.00069667,-0.00593569
2024-05-09,0.00997620,0.00543619,0.00223395,0.00784775
2024-05-10,-0.00237351,-0.00052771,0.00287025,-0.00645646
2024-05-13,-0.00105640,0.00322563,-0.00125649,0.00467565
2024-05-14,-0.01119914,-0.01227717,0.00420165,0.00850464
2024-05-15,-0.00469002,-0.00286426,0.00254276,-0.00178827
2024-05-16,-0.00367332,-0.00794927,-0.00248160,0.02189554
2024-05-17,0.01032248,0.00067075,0.00006417,-0.00381084
2024-05-20,0.00025967,0.00654259,-0.00117396,0.00210948
2024-05-21,0.00276734,0.00683005,-0.00129688,-0.01907237
2024-05-22,0.00705245,-0.00087267,-0.00238583,-0.00299000
2024-05-23,0.00107352,-0.00165745,-0.00162868,0.01422728
2024-05-24,-0.00157762,0.00566440,0.00160585,0.00067001
2024-05-27,-0.00761212,0.00271988,0.00479347,-0.00170108
2024-05-28,-0.02153374,-0.00784073,0.00354440,-0.00199806
2024-05-29,-0.01418877,-0.00115690,-0.00635631,-0.01112916
2024-05-30,0.01757021,0.00995976,0.00517692,0.00363797
2024-05-31,-0.00022081,-0.00237547,0.00029616,0.01897031
2024-06-03,-0.01691728,-0.01155312,0.00282963,0.00583850
2024-06-04,0.00486962,0.00090052,-0.00306848,-0.00333428
2024-06-05,0.00597884,0.00483742,-0.00085811,-0.00800045
2024-06-06,0.00381152,0.00397396,0.00101701,-0.00579517
2024-06-07,0.00778091,0.00914621,-0.00230122,0.00786917
2024-06-10,0.00988029,0.00568113,-0.00242605,0.00499907
2024-06-11,0.00718248,-0.00060885,-0.00634645,0.00049179
2024-06-12,-0.00893736,0.00009377,0.00633797,0.00304072
2024-06-13,-0.01502725,-0.01616922,0.01384096,0.01099204
2024-06-14,-0.02000667,-0.02462011,0.00349053,-0.00130249
2024-06-17,0.01362275,0.00371336,0.00287747,-0.01120596
2024-06-18,-0.01117694,-0.00168137,0.00309151,0.01248507
2024-06-19,0.01422770,0.01017561,-0.00113880,-0.01446820
2024-06-20,-0.01397910,-0.01013876,-0.00206085,-0.00162982
2024-06-21,-0.01020253,-0.00613311,-0.00249343,0.01619610
2024-06-24,-0.00439078,0.00658757,0.01183283,0.00782436
2024-06-25,0.00022039,0.00101024,-0.00240145,-0.00801587
2024-06-26,-0.00412355,0.00337322,0.00005755,0.02151382
2024-06-27,0.01140688,0.01714137,-0.01459445,0.00614437
2024-06-28,-0.01013610,-0.00805622,0.00902807,0.00334962
2024-07-01,0.00344859,0.00391949,0.00070457,0.00177041
2024-07-02,-0.00760667,-0.00211707,-0.00452874,-0.00363931
2024-07-03,0.01187955,0.00215279,-0.00131040,-0.00497429
2024-07-04,-0.00840118,-0.00402541,-0.00289432,0.01010716
2024-07-05,-0.00605578,-0.00960526,-0.00642112,-0.00918591
2024-07-08,0.00198603,0.01194443,0.01125134,0.00619167
2024-07-09,-0.01038095,-0.00835480,-0.00268856,0.01058815
2024-07-10,0.01319222,0.01588110,0.00302564,0.00778792
2024-07-11,-0.01694702,-0.01005825,0.00367023,-0.00192561
2024-07-12,-0.00961494,-0.00551363,0.00081282,-0.00199266
2024-07-15,-0.01834857,-0.01342805,0.00280292,0.00075727
2024-07-16,0.01280464,0.01980032,-0.00086438,0.00117988
2024-07-17,-0.00532554,0.00542879,-0.00371185,0.01515681
2024-07-18,0.00009566,-0.00047803,-0.00037867,0.00044359
2024-07-19,0.00905643,0.00672005,-0.00323491,-0.00215900
2024-07-22,-0.00353308,-0.00158819,0.00152177,0.00836871
2024-07-23,0.00926337,0.00794315,-0.00527595,-0.00473838
2024-07-24,0.00011071,0.00851528,0.00388062,-0.00027766
2024-07-25,0.00668142,0.00253966,-0.01084539,-0.01282062
2024-07-26,-0.01219132,0.00206466,-0.00074981,0.00195007
2024-07-29,-0.02763728,-0.01942255,-0.00293896,-0.00375163
2024-07-30,-0.00093722,0.00137701,-0.00051533,0.00269306
2024-07-31,-0.00482811,0.00429899,0.00398884,0.00951650
2024-08-01,-0.01255075,-0.00583345,-0.00421382,0.00748350
2024-08-02,-0.01418956,-0.01092782,-0.00263001,-0.01423122
2024-08-05,-0.02662638,-0.01995225,0.00392090,-0.01132798
2024-08-06,-0.00041747,-0.00924227,-0.00205587,0.01271398
2024-08-07,-0.01412764,-0.00448689,0.00894722,-0.00402451
2024-08-08,0.00372793,0.00543285,-0.00267139,0.00675237
2024-08-09,0.00073814,-0.00052218,0.00382664,-0.00123020
2024-08-12,-0.00627513,0.00702011,-0.00271208,-0.00478143
2024-08-13,0.00860999,0.00852685,0.00737891,0.01122508
2024-08-14,-0.00639510,0.00242777,-0.00031291,0.00974121
